"id","area","title","source_type","priority","url","normalized_class","normalized_version_or_date","last_checked","normalization_status","note"
"eng-fw-langgraph-js","framework-runtime","langchain-ai/langgraphjs","repo","B","https://github.com/langchain-ai/langgraphjs","living-repo","GitHub langchain-ai/langgraphjs main@e1b40c29e14f; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-fw-langgraph-repo","framework-runtime","langchain-ai/langgraph","repo","A","https://github.com/langchain-ai/langgraph","living-repo","GitHub langchain-ai/langgraph main@5931a5f0b313; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-fw-llamaindex-workflows","framework-runtime","LlamaIndex workflows","official-doc","A","https://docs.llamaindex.ai/en/stable/module_guides/workflow/","living-doc","LlamaIndex stable docs; checked 2026-06-30","2026-06-30","normalized","Official LlamaIndex stable documentation path; cite with last_checked date."
"eng-fw-maf-workflows","framework-runtime","Microsoft Agent Framework workflows","official-doc","A","https://learn.microsoft.com/en-us/agent-framework/workflows/","living-doc","Microsoft Agent Framework docs; checked 2026-06-30","2026-06-30","normalized","Microsoft Learn Agent Framework living docs; cite with last_checked date."
"eng-fw-mcp-agent-docs","framework-runtime","mcp-agent docs","official-doc","A","https://docs.mcp-agent.com/mcp-agent-sdk/overview","living-doc","mcp-agent SDK docs current; checked 2026-06-30","2026-06-30","normalized","Official mcp-agent docs are versionless living docs; cite with last_checked date."
"eng-fw-mcp-agent-repo","framework-runtime","lastmile-ai/mcp-agent","repo","A","https://github.com/lastmile-ai/mcp-agent","living-repo","GitHub lastmile-ai/mcp-agent main@f62d84935081; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-fw-microsoft-agent-framework-docs","framework-runtime","Microsoft Agent Framework docs","official-doc","A","https://learn.microsoft.com/en-us/agent-framework/overview/","living-doc","Microsoft Agent Framework docs; checked 2026-06-30","2026-06-30","normalized","Microsoft Learn Agent Framework living docs; cite with last_checked date."
"eng-fw-microsoft-agent-framework-repo","framework-runtime","microsoft/agent-framework","repo","A","https://github.com/microsoft/agent-framework","living-repo","GitHub microsoft/agent-framework main@4cb1a6651d9c; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-agent-ui-tars","gui-agent","UI-TARS","repo","A","https://github.com/bytedance/UI-TARS/","living-repo","GitHub bytedance/UI-TARS main@582f3a7ea5d2; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-agent-ui-tars-desktop","gui-agent","UI-TARS desktop","repo","A","https://github.com/bytedance/UI-TARS-desktop","living-repo","GitHub bytedance/UI-TARS-desktop main@e9f3387288da; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-fw-deepagents-docs","harness","Deep Agents docs","official-doc","A","https://docs.langchain.com/oss/python/deepagents/overview","living-doc","Deep Agents Python docs; checked 2026-06-30","2026-06-30","normalized","Official LangChain Deep Agents Python docs; cite with last_checked date."
"eng-fw-deepagents-js-docs","harness","Deep Agents JS docs","official-doc","A","https://docs.langchain.com/oss/javascript/deepagents/overview","living-doc","Deep Agents JavaScript docs; checked 2026-06-30","2026-06-30","normalized","Official LangChain Deep Agents JS docs; cite with last_checked date."
"eng-fw-deepagents-repo","harness","langchain-ai/deepagents","repo","B","https://github.com/langchain-ai/deepagents","living-repo","GitHub langchain-ai/deepagents main@14a0fb119e4d; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-fw-langsmith-docs","observability","LangSmith docs","official-doc","B","https://docs.smith.langchain.com/","living-doc","LangSmith docs current; checked 2026-06-30","2026-06-30","normalized","Official LangSmith docs are versionless living docs; cite with last_checked date."
"eng-fw-openai-tracing","observability","OpenAI tracing docs","official-doc","A","https://openai.github.io/openai-agents-python/tracing/","living-doc","checked 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-ont-jsonld","ontology","JSON-LD 1.1","standard","A","https://www.w3.org/TR/json-ld11/","living-spec-or-standard","JSON-LD 1.1","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-ont-owl","ontology","OWL 2 overview","standard","A","https://www.w3.org/TR/owl2-overview/","living-spec-or-standard","OWL 2","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-ont-rdf","ontology","RDF 1.1 Concepts","standard","A","https://www.w3.org/TR/rdf11-concepts/","living-spec-or-standard","RDF 1.1","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-ont-rdfs","ontology","RDF Schema 1.1","standard","A","https://www.w3.org/TR/rdf-schema/","living-spec-or-standard","RDF Schema 1.1","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-ont-skos","ontology","SKOS Reference","standard","A","https://www.w3.org/TR/skos-reference/","living-spec-or-standard","SKOS Reference","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-a2a-docs","protocol","A2A docs","official-doc","A","https://a2a-protocol.org/dev/","living-doc","A2A dev docs; checked 2026-06-30","2026-06-30","normalized","Official A2A dev documentation; versionless living docs, cite with last_checked date."
"eng-proto-a2a-repo","protocol","a2aproject/A2A","repo","A","https://github.com/a2aproject/A2A","living-repo","GitHub a2aproject/A2A main@4374b824a9cf; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-a2a-spec","protocol","A2A specification","official-spec","A","https://a2a-protocol.org/latest/specification/","living-spec-or-standard","A2A latest specification v1.0; checked 2026-06-30","2026-06-30","normalized","Official A2A latest specification; v1.0 field and migration sections verified."
"eng-proto-agent-protocol","protocol","Agent Protocol","spec","B","https://langchain-ai.github.io/agent-protocol/","living-spec-or-standard","Agent Protocol docs current; checked 2026-06-30","2026-06-30","normalized","Agent Protocol documentation is versionless; cite with last_checked date."
"eng-proto-asyncapi","protocol","AsyncAPI specification","standard","A","https://www.asyncapi.com/docs/reference/specification/latest","living-spec-or-standard","AsyncAPI Specification 3.1.0; latest checked 2026-06-30","2026-06-30","normalized","Latest specification URL redirects to v3.1.0; cite as versioned standard."
"eng-proto-cloudevents","protocol","CloudEvents spec","standard","A","https://github.com/cloudevents/spec","living-spec-or-standard","CloudEvents core v1.0.2; checked 2026-06-30","2026-06-30","normalized","CloudEvents repo lists core specification latest release v1.0.2; use stable spec, not working draft, for fields."
"eng-proto-jsonrpc","protocol","JSON-RPC 2.0","standard","A","https://www.jsonrpc.org/specification","living-spec-or-standard","JSON-RPC 2.0; checked 2026-06-30","2026-06-30","normalized","Stable JSON-RPC 2.0 specification; cite as protocol binding baseline."
"eng-proto-mcp-2025-spec","protocol","MCP 2025-11-25 specification","official-spec","A","https://modelcontextprotocol.io/specification/2025-11-25.md","living-spec-or-standard","2025-11-25","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-mcp-2026-rc","protocol","MCP 2026 release candidate blog","official-blog","A","https://blog.modelcontextprotocol.io/posts/2026-07-28-release-candidate/","living-doc","future-dated 2026-07-28; excluded on 2026-06-30","2026-06-30","future-dated-excluded","Future-dated relative to 2026-06-30; excluded from Phase 0 evidence until publication can be verified."
"eng-proto-mcp-auth","protocol","MCP authorization","official-spec","A","https://github.com/modelcontextprotocol/modelcontextprotocol/blob/ff960c9e/docs/specification/2025-06-18/basic/authorization.mdx","living-spec-or-standard","2025-06-18 authorization","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-mcp-basic","protocol","MCP 2025-06-18 basic","official-spec","A","https://modelcontextprotocol.io/specification/2025-06-18/basic","living-spec-or-standard","2025-06-18 basic","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-mcp-changelog","protocol","MCP changelog","official-doc","A","https://modelcontextprotocol.io/specification/draft/changelog","living-doc","draft changelog checked 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-mcp-elicitation","protocol","MCP elicitation","official-spec","A","https://modelcontextprotocol.io/specification/2025-11-25/client/elicitation","living-spec-or-standard","2025-11-25 client elicitation","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-mcp-repo","protocol","modelcontextprotocol/modelcontextprotocol","repo","A","https://github.com/modelcontextprotocol/modelcontextprotocol","living-repo","GitHub modelcontextprotocol/modelcontextprotocol main@c87328cceac4; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-mcp-spec","protocol","MCP specification","official-spec","A","https://modelcontextprotocol.io/specification/","living-spec-or-standard","2025-11-25 latest checked 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-openapi","protocol","OpenAPI specification","standard","A","https://spec.openapis.org/oas/latest.html","living-spec-or-standard","OpenAPI Specification 3.2.0, 2025-09-19; checked 2026-06-30","2026-06-30","normalized","Latest OpenAPI specification page identifies v3.2.0 and publication date 2025-09-19."
"eng-proto-agent-client","protocol-client","Agent Client Protocol","spec","A","https://agentclientprotocol.com/","living-spec-or-standard","Agent Client Protocol v1 Latest; checked 2026-06-30","2026-06-30","normalized","ACP docs navigation identifies protocol v1 Latest; cite with last_checked date."
"eng-proto-agent-client-repo","protocol-client","zed-industries/agent-client-protocol","repo","A","https://github.com/zed-industries/agent-client-protocol","living-repo","GitHub zed-industries/agent-client-protocol main@6f806cb0f7fd; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-a2a-js","protocol-sdk","A2A JavaScript SDK","repo","A","https://github.com/a2aproject/a2a-js","living-repo","GitHub a2aproject/a2a-js main@55cd0814bc7d; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-a2a-python","protocol-sdk","A2A Python SDK","repo","A","https://github.com/a2aproject/a2a-python","living-repo","GitHub a2aproject/a2a-python main@e7eafe3999f4; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-mcp-python-sdk","protocol-sdk","modelcontextprotocol/python-sdk","repo","A","https://github.com/modelcontextprotocol/python-sdk","living-repo","GitHub modelcontextprotocol/python-sdk main@b15b1d5f07f1; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-mcp-ts-sdk","protocol-sdk","modelcontextprotocol/typescript-sdk","repo","A","https://github.com/modelcontextprotocol/typescript-sdk","living-repo","GitHub modelcontextprotocol/typescript-sdk main@6cc7b1cb66ca; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-mcp-inspector","protocol-tool","MCP Inspector","repo","B","https://github.com/modelcontextprotocol/inspector","living-repo","GitHub modelcontextprotocol/inspector main@638f2bfa5b90; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-a2ui-mcp","protocol-ui","A2UI over MCP","guide","A","https://github.com/google/A2UI/blob/main/docs/guides/a2ui_over_mcp.md","living-guide","GitHub google/A2UI main@2c2e142c97ab; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote. URL points to a repository path; HEAD captured for repository, not path-specific history."
"eng-proto-a2ui-repo","protocol-ui","google/A2UI","repo","A","https://github.com/google/A2UI","living-repo","GitHub google/A2UI main@2c2e142c97ab; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-ag-ui","protocol-ui","AG-UI docs","official-doc","A","https://docs.ag-ui.com/","living-doc","AG-UI documentation current; checked 2026-06-30","2026-06-30","normalized","Official AG-UI docs are living/versionless; protocol concepts and field groups require last_checked date."
"eng-proto-ag-ui-repo","protocol-ui","ag-ui-protocol/ag-ui","repo","A","https://github.com/ag-ui-protocol/ag-ui","living-repo","GitHub ag-ui-protocol/ag-ui main@07bc31c8a37e; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-proto-copilotkit","protocol-ui","CopilotKit","docs","B","https://docs.copilotkit.ai/","living-doc","CopilotKit docs current; checked 2026-06-30","2026-06-30","normalized","Official CopilotKit docs are versionless living docs; cite with last_checked date."
"eng-ont-prov-o","provenance","PROV-O","standard","A","https://www.w3.org/TR/prov-o/","living-spec-or-standard","PROV-O","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-oauth-rfc8414","security","OAuth authorization server metadata RFC 8414","standard","A","https://www.rfc-editor.org/rfc/rfc8414","living-spec-or-standard","RFC 8414","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-oauth-rfc8707","security","OAuth resource indicators RFC 8707","standard","A","https://www.rfc-editor.org/rfc/rfc8707","living-spec-or-standard","RFC 8707","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-proto-oauth-rfc9728","security","OAuth protected resource metadata RFC 9728","standard","A","https://www.rfc-editor.org/rfc/rfc9728","living-spec-or-standard","RFC 9728","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-state-scxml","statecharts","SCXML","standard","A","https://www.w3.org/TR/scxml/","living-spec-or-standard","W3C SCXML","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-state-statechartx","statecharts","StatechartX","repo","C","https://github.com/comalice/statechartx/tree/dev-docs-rework","living-repo","GitHub comalice/statechartx master@dfd2c44d07e1; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote. URL points to a repository path; HEAD captured for repository, not path-specific history."
"eng-state-stately-studio","statecharts","Stately Studio","official-doc","B","https://stately.ai/","living-doc","Stately Studio site current; checked 2026-06-30","2026-06-30","normalized","Official Stately site; adapter UI evidence only, cite with last_checked date."
"eng-state-uml","statecharts","OMG UML specification","standard","B","https://www.omg.org/spec/UML/","living-spec-or-standard","OMG UML specification index; checked 2026-06-30","2026-06-30","normalized","OMG UML specification index is a version catalog; downstream schema work must pin a concrete UML version if normative."
"eng-state-xstate-docs","statecharts","XState docs","official-doc","A","https://stately.ai/docs","living-doc","checked via Context7 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-state-xstate-graph","statecharts","XState graph docs","official-doc","A","https://stately.ai/docs/graph","living-doc","XState graph docs current; checked 2026-06-30","2026-06-30","normalized","Official Stately/XState graph docs; cite with last_checked date."
"eng-state-xstate-releases","statecharts","XState releases","repo/release","A","https://github.com/statelyai/xstate/releases","living-release-index","Release index for statelyai/xstate; repo main@cc087bf52cbe; checked 2026-06-30","2026-06-30","normalized","GitHub releases index normalized against repository HEAD; pin concrete release tag before using as normative schema evidence."
"eng-state-xstate-repo","statecharts","statelyai/xstate","repo","A","https://github.com/statelyai/xstate","living-repo","GitHub statelyai/xstate main@cc087bf52cbe; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-state-xstate-scxml","statecharts","XState SCXML docs","official-doc","A","https://statelyai-xstate.mintlify.app/advanced/scxml","living-doc","XState SCXML docs current; checked 2026-06-30","2026-06-30","normalized","Official XState SCXML documentation; cite with last_checked date."
"eng-fw-openai-guardrails","validation","OpenAI guardrails docs","official-doc","A","https://openai.github.io/openai-agents-python/guardrails/","living-doc","checked 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-val-ajv-docs","validation","Ajv docs","official-doc","A","https://ajv.js.org/","living-doc","Ajv current docs; JSON Schema draft 2020-12 support checked 2026-06-30","2026-06-30","normalized","Official Ajv docs list out-of-box support for JSON Schema drafts including 2020-12."
"eng-val-ajv-repo","validation","ajv-validator/ajv","repo","A","https://github.com/ajv-validator/ajv","living-repo","GitHub ajv-validator/ajv master@f177fe323420; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-val-cue-docs","validation","CUE docs","official-doc","B","https://cuelang.org/docs/","living-doc","CUE docs current; checked 2026-06-30","2026-06-30","normalized","Official CUE docs are versionless living docs; cite with last_checked date."
"eng-val-cue-openapi","validation","CUE and OpenAPI","official-doc","B","https://cuelang.org/docs/concept/how-cue-works-with-openapi/","living-doc","CUE OpenAPI concept docs; checked 2026-06-30","2026-06-30","normalized","Official CUE/OpenAPI concept documentation; cite with last_checked date."
"eng-val-jena-shacl","validation","Apache Jena SHACL","official-doc","B","https://jena.apache.org/documentation/shacl/","living-doc","Apache Jena SHACL docs current; checked 2026-06-30","2026-06-30","normalized","Official Apache Jena SHACL docs; cite with last_checked date."
"eng-val-jsonschema-ietf","validation","IETF JSON Schema draft","standards-draft","A","https://datatracker.ietf.org/doc/html/draft-ietf-jsonschema-json-schema-01","living-spec-or-standard","IETF draft checked 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-val-jsonschema-spec","validation","JSON Schema spec repo","repo/spec","A","https://github.com/json-schema-org/json-schema-spec","living-repo","JSON Schema spec repo checked 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-val-jsonschema-test-suite","validation","JSON Schema Test Suite","repo","A","https://github.com/json-schema-org/JSON-Schema-Test-Suite","living-repo","GitHub json-schema-org/JSON-Schema-Test-Suite main@1acd90e53554; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-val-pydantic-core","validation","pydantic-core","repo","A","https://github.com/pydantic/pydantic-core","living-repo","GitHub pydantic/pydantic-core main@383eb95a1943; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-val-pydantic-json-schema","validation","Pydantic JSON Schema","official-doc","A","https://pydantic.dev/docs/validation/dev/concepts/json_schema/","living-doc","checked via Context7 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-val-pyshacl","validation","pySHACL","repo","B","https://github.com/RDFLib/pySHACL","living-repo","GitHub RDFLib/pySHACL master@5b46638cadde; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-val-python-jsonschema","validation","python-jsonschema docs","official-doc","B","https://python-jsonschema.readthedocs.io/en/stable/","living-doc","python-jsonschema stable docs; checked 2026-06-30","2026-06-30","normalized","ReadTheDocs stable documentation path; cite with last_checked date."
"eng-val-shacl","validation","SHACL Recommendation","standard","A","https://www.w3.org/TR/shacl/","living-spec-or-standard","W3C SHACL Recommendation","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-val-shex","validation","ShEx semantics","standard","B","https://shex.io/shex-semantics/","living-spec-or-standard","ShEx semantics","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-val-typebox-docs","validation","TypeBox docs","official-doc","A","https://sinclairzx81.github.io/typebox/","living-doc","TypeBox current docs; checked 2026-06-30","2026-06-30","normalized","Official TypeBox docs are versionless living docs; cite with last_checked date."
"eng-val-typebox-repo","validation","sinclairzx81/typebox","repo","A","https://github.com/sinclairzx81/typebox","living-repo","GitHub sinclairzx81/typebox main@400f6e0f6788; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured via git ls-remote."
"eng-val-zod-docs","validation","Zod docs","official-doc","A","https://zod.dev/","living-doc","Zod v4 docs via Context7; checked 2026-06-30","2026-06-30","normalized","Context7 verified Zod v4 first-party z.toJSONSchema support; cite as generated profile evidence."
"eng-val-zod-json-schema","validation","Zod JSON Schema","official-doc","A","https://zod.dev/json-schema","living-doc","checked 2026-06-30","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-val-zod-release-430","validation","Zod v4.3.0 release","release-note","A","https://github.com/colinhacks/zod/releases/tag/v4.3.0","living-release","Git tag v4.3.0@1899684fc34d; checked 2026-06-30","2026-06-30","normalized","Version tag verified via git ls-remote; use as version-specific release source."
"eng-fw-pydantic-graph","workflow","pydantic-graph","official-doc","B","https://ai.pydantic.dev/graph/","living-doc","Pydantic AI docs current; checked 2026-06-30","2026-06-30","normalized","Official Pydantic AI docs are versionless living docs; cite with last_checked date."
"eng-security-mcp-nsa-2026","protocol-security","NSA MCP Security Design Considerations","official-guidance","A","https://www.nsa.gov/Portals/75/documents/Cybersecurity/CSI_MCP_SECURITY.pdf","living-other","May 2026","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-bench-osworld-v2","benchmark","OSWorld 2.0","repo","A","https://github.com/xlang-ai/OSWorld-V2","living-repo","June 2026","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-bench-tau2-verified","benchmark","tau2-Bench-Verified","repo","A","https://github.com/amazon-agi/tau2-bench-verified","living-repo","2026","2026-06-30","normalized","Can be cited for post-Phase-0 decision at stated granularity."
"eng-ont-fibo-viewer","ontology-engineering","FIBO Viewer","official-viewer","A","https://spec.edmcouncil.org/fibo/ontology","living-doc","FIBO Viewer checked 2026-06-30","2026-06-30","normalized","Official FIBO ontology viewer; cite with last_checked date."
"eng-ont-fibo-repo","ontology-engineering","edmcouncil/fibo","repo","A","https://github.com/edmcouncil/fibo","living-repo","GitHub edmcouncil/fibo master@fee10a4ebe80; checked 2026-06-30","2026-06-30","normalized","Default branch HEAD captured by local shallow clone."
"eng-ont-fibo-ontology-guide","ontology-engineering","FIBO Ontology Guide","repo-doc","A","https://github.com/edmcouncil/fibo/blob/master/ONTOLOGY_GUIDE.md","living-repo-doc","GitHub edmcouncil/fibo master@fee10a4ebe80; checked 2026-06-30","2026-06-30","normalized","Repository documentation read from cloned commit."
"eng-ont-fibo-contributing","ontology-engineering","FIBO Contributing Guide","repo-doc","B","https://github.com/edmcouncil/fibo/blob/master/CONTRIBUTING.md","living-repo-doc","GitHub edmcouncil/fibo master@fee10a4ebe80; checked 2026-06-30","2026-06-30","normalized","Repository documentation read from cloned commit."
"eng-ont-fibo-metadata","ontology-engineering","FIBO Metadata RDF","repo-source","A","https://github.com/edmcouncil/fibo/blob/master/MetadataFIBO.rdf","living-repo-source","GitHub edmcouncil/fibo master@fee10a4ebe80; checked 2026-06-30","2026-06-30","normalized","Top-level RDF metadata source read from cloned commit."
"eng-ont-go-overview","ontology-patterns","Gene Ontology overview","official-doc","A","https://geneontology.org/docs/ontology-documentation/","living-doc","Gene Ontology overview checked 2026-06-30","2026-06-30","normalized","Official GO documentation; cite with last_checked date."
"eng-ont-go-annotations","ontology-patterns","GO annotations guide","official-doc","A","https://geneontology.org/docs/go-annotations/","living-doc","GO annotations guide checked 2026-06-30","2026-06-30","normalized","Official GO documentation; cite with last_checked date."
"eng-ont-cidoc-crm","ontology-patterns","CIDOC CRM classes and properties 7.1.3","official-spec","A","https://cidoc-crm.org/cidoc-crm/","living-spec-or-standard","CIDOC CRM version 7.1.3 checked 2026-06-30","2026-06-30","normalized","Official CIDOC CRM browser/spec; cite version and last_checked date."
"eng-ont-palantir-overview","ontology-patterns","Palantir Ontology overview","official-doc","A","https://palantir.com/docs/foundry/ontology/overview/","living-doc","Palantir Ontology overview checked 2026-06-30","2026-06-30","normalized","Official Palantir Foundry ontology docs; cite with last_checked date."
"eng-ont-palantir-core-concepts","ontology-patterns","Palantir Ontology core concepts","official-doc","A","https://palantir.com/docs/foundry/ontology/core-concepts/","living-doc","Palantir Ontology core concepts checked 2026-06-30","2026-06-30","normalized","Official Palantir Foundry ontology docs; cite with last_checked date."
"eng-ont-dbpedia","ontology-patterns","DBpedia ontology","official-site","B","https://www.dbpedia.org/","living-doc","DBpedia ontology site checked 2026-06-30","2026-06-30","normalized","Official DBpedia site; cite with last_checked date."
"eng-ont-foaf","ontology-patterns","FOAF Vocabulary Specification","official-spec","B","https://xmlns.com/foaf/0.1/","living-spec-or-standard","FOAF namespace document checked 2026-06-30","2026-06-30","normalized","Official FOAF namespace document; cite with last_checked date."
