"id","corpus","area","title","url","year","source_type","priority","status","why_it_matters","source_file"
"eng-val-shacl","engineering","validation","SHACL Recommendation","https://www.w3.org/TR/shacl/","","standard","A","known-primary","RDF graph validation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-typebox-docs","engineering","validation","TypeBox docs","https://sinclairzx81.github.io/typebox/","","official-doc","A","known-primary","JSON Schema as TypeScript builder.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-typebox-repo","engineering","validation","sinclairzx81/typebox","https://github.com/sinclairzx81/typebox","","repo","A","known-primary","Implementation and compiler.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-docs","engineering","validation","Zod docs","https://zod.dev/","","official-doc","A","known-primary","TypeScript validation and JSON Schema conversion.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-json-schema","engineering","validation","Zod JSON Schema","https://zod.dev/json-schema","","official-doc","A","search-verified","toJSONSchema conversion and unrepresentable types.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-release-430","engineering","validation","Zod v4.3.0 release","https://github.com/colinhacks/zod/releases/tag/v4.3.0","","release-note","A","search-verified","fromJSONSchema and round-trip caveats.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"lit-mech-elpo","literature","agentic-rl","Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning","https://aclanthology.org/2026.acl-long.504/","2026","ACL","A","search-verified","Step-local credit assignment for long-horizon tool trajectories.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-react","literature","agent-loop","ReAct: Synergizing Reasoning and Acting","https://openreview.net/attachment?id=tvI4u1ylcqs&name=pdf","2023","ICLR","A","fetched","Interleaves reasoning, action, and observation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-reflexion","literature","agent-loop","Reflexion: Language Agents with Verbal Reinforcement Learning","https://ar5iv.labs.arxiv.org/html/2303.11366","2023","paper","A","fetched","Feedback-to-reflection memory without weight updates.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-self-refine","literature","agent-loop","Self-Refine: Iterative Refinement with Self-Feedback","https://arxiv.org/pdf/2303.17651","2023","paper","A","fetched","Generate, critique, refine loop.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-survey-agentic-llms","literature","agent-survey","Agentic Large Language Models, a survey","https://arxiv.org/abs/2503.23037v2","2025","survey","A","search-verified","Organizes agentic LLMs by reason, act, interact.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-survey-language-to-action","literature","agent-survey","From Language to Action","https://link.springer.com/article/10.1007/s10462-025-11471-9","2026","survey","A","search-verified","Review of 2023-2025 autonomous agents and tool users.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-agencybench","literature","benchmark","AgencyBench","https://github.com/GAIR-NLP/AgencyBench","2026","ACL","A","search-verified","Long-horizon 1M-token real-world agent tasks.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-agentbench","literature","benchmark","AgentBench","https://github.com/THUDM/AgentBench","2024","ICLR","A","search-verified","Multi-environment benchmark for LLM-as-agent.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-appworld","literature","benchmark","AppWorld","https://d6108366.hf-mirror.com/papers/2407.18901","2024","paper","A","search-verified","Execution environment with 457 APIs and state-based tests.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-gaia","literature","benchmark","GAIA","https://arxiv.org/abs/2311.12983","2023","ICLR","A","known-primary","General AI assistant benchmark with tools/reasoning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-osworld","literature","benchmark","OSWorld","https://github.com/xlang-ai/OSWorld","2024","NeurIPS","A","search-verified","Real computer environment for multimodal agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-swebench","literature","benchmark","SWE-bench","https://github.com/SWE-bench/SWE-bench","2024","ICLR Oral","A","search-verified","Real GitHub issue resolution benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-swebench-mm","literature","benchmark","SWE-bench Multimodal","https://github.com/SWE-bench/SWE-bench","2025","ICLR","A","search-verified","Visual software-domain generalization.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-tau","literature","benchmark","tau-bench","https://arxiv.org/abs/2406.12045","2024","paper","A","search-verified","Tool-agent-user interaction with policy constraints.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-tau2","literature","benchmark","tau2-bench","https://arxiv.org/abs/2506.07982","2025","paper","A","search-verified","Dual-control conversational agent evaluation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-terminal","literature","benchmark","Terminal-Bench","https://github.com/harbor-framework/terminal-bench","2026","paper/repo","A","search-verified","Hard terminal tasks in container environments.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-visualwebarena","literature","benchmark","VisualWebArena","https://jykoh.com/vwa","2024","paper","A","known-primary","Visual web-agent benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-webarena","literature","benchmark","WebArena","https://webarena.dev","2024","ICLR","A","known-primary","Self-hostable realistic web environment.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-webvoyager","literature","benchmark","WebVoyager","https://arxiv.org/abs/2401.13919","2024","paper","A","search-verified","End-to-end web agent with multimodal models.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-compass","literature","context","COMPASS: Enhancing Agent Long-Horizon Reasoning with Evolving Context","https://aclanthology.org/2026.acl-long.152/","2026","ACL","A","search-verified","Separates tactical execution, strategic oversight, and context management.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-car","literature","dynamic-tools","CAR: Dynamic Tool Synthesis and Global Trajectory Rectification","https://aclanthology.org/2026.findings-acl.869.pdf","2026","ACL Findings","A","search-verified","Tool synthesis plus trajectory-level failure diagnosis and rectification.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-os-atlas","literature","gui-agent","OS-ATLAS","https://arxiv.org/abs/2410.23218","2025","ICLR","A","search-verified","Foundation action model for GUI agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-seeclick","literature","gui-agent","SeeClick","https://arxiv.org/abs/2401.10935","2024","ACL","A","search-verified","GUI grounding for visual agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-uitars","literature","gui-agent","UI-TARS","https://arxiv.org/abs/2501.12326","2025","paper","A","search-verified","Native GUI agent and system-2 reasoning for GUI tasks.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-uitars2","literature","gui-agent","UI-TARS-2 Technical Report","https://arxiv.org/abs/2509.02544","2025","technical report","A","search-verified","All-in-one GUI/game/code/tool-use agent model.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-agemem","literature","memory","Agentic Memory","https://aclanthology.org/2026.acl-long.981/","2026","ACL","A","search-verified","LTM/STM memory operations as tool-like actions trained with RL.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-magma","literature","memory","MAGMA","https://aclanthology.org/2026.acl-long.1709.pdf","2026","ACL","A","search-verified","Multi-graph agentic memory over semantic, temporal, causal, and entity views.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-mempo","literature","memory","MemPO","https://aclanthology.org/2026.findings-acl.1166.pdf","2026","ACL Findings","A","search-verified","Self-memory policy optimization for long-horizon agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-memoryagentbench","literature","memory-benchmark","MemoryAgentBench","https://github.com/HUST-AI-HYZ/MemoryAgentBench","2026","ICLR/repo","A","search-verified","Incremental multi-turn memory benchmark with released evaluation code.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-agentverse","literature","multi-agent","AgentVerse","https://proceedings.iclr.cc/paper_files/paper/2024/file/578e65cdee35d00c708d4c64bce32971-Paper-Conference.pdf","2024","ICLR","A","fetched","Expert recruitment, decision-making, action, evaluation stages.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-autogen","literature","multi-agent","AutoGen","http://ryenwhite.com/papers/WuiCOLM2024.pdf","2024","COLM","A","fetched","Conversable agents and conversation programming.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-camel","literature","multi-agent","CAMEL","https://proceedings.neurips.cc/paper_files/paper/2023/file/a3621ee907def47c1b952ade25c67698-Paper-Conference.pdf","2023","NeurIPS","A","fetched","Role-playing communicative agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-chatdev","literature","multi-agent","ChatDev","https://aclanthology.org/anthology-files/pdf/acl/2024.acl-long.810.pdf","2024","ACL","A","fetched","Chat-chain and communicative dehallucination.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-metagpt","literature","multi-agent","MetaGPT","https://arxiv.org/html/2308.00352v7","2024","ICLR","A","fetched","SOP-based multi-agent collaboration.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-debate-du","literature","multi-agent-debate","Improving Factuality and Reasoning through Multiagent Debate","https://proceedings.mlr.press/v235/du24e.html","2024","ICML","A","fetched","Multi-round debate for factuality and reasoning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-owl","literature","multi-agent-learning","OWL: Optimized Workforce Learning","https://proceedings.neurips.cc/paper_files/paper/2025/file/48dcc43a534c5b582f9d0fdb778e9b84-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Domain-agnostic planner, coordinator, and worker nodes.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-sirius","literature","multi-agent-learning","SiriuS: Self-improving Multi-agent Systems via Bootstrapped Reasoning","https://proceedings.neurips.cc/paper_files/paper/2025/file/b45279ac82cb017a5f55ea7d3653193a-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Experience library and trajectory augmentation for MAS optimization.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-g-memory","literature","multi-agent-memory","G-Memory","https://proceedings.neurips.cc/paper_files/paper/2025/file/136a45cd9b841bf785625709a19c6508-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Hierarchical memory for multi-agent systems.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-rema","literature","multi-agent-rl","ReMA: Learning to Meta-think with Multi-agent RL","https://proceedings.neurips.cc/paper_files/paper/2025/file/b83514e453ff03741a5fb3e5e49f709b-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Meta-thinking agent and reasoning agent trained with MARL.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-rl-orchestration-traces","literature","multi-agent-rl","RL for LLM-based MAS through Orchestration Traces","https://arxiv.org/html/2605.02801","2026","paper","A","search-verified","Orchestration traces as credit/reward unit.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-malt","literature","multi-agent-training","MALT: Improving Reasoning with Multi-Agent LLM Training","https://openreview.net/attachment?id=jXP9bgFack&name=pdf","2025","COLM","A","search-verified","Generator/verifier/refiner training with multi-agent search tree.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-kg-survey","literature","ontology","LLM-empowered knowledge graph construction","https://arxiv.org/html/2510.20345v1","2025","survey","A","search-verified","LLMs across ontology engineering, extraction, fusion.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-llm-oe-slr","literature","ontology","Large Language Models for Ontology Engineering: SLR","https://www.semantic-web-journal.net/content/large-language-models-ontology-engineering-systematic-literature-review","2025","Semantic Web Journal","A","search-verified","Systematic review of LLM-assisted ontology engineering.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-neon-gpt","literature","ontology","NeOn-GPT extended pipeline","https://www.semantic-web-journal.net/system/files/swj4014.pdf","2026","Semantic Web Journal","A","search-verified","Methodology-grounded ontology construction and verification.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-wikontic","literature","ontology","Wikontic","https://aclanthology.org/2026.eacl-long.388.pdf","2026","EACL","A","search-verified","Ontology-aware KG construction with Wikidata constraints.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-owl-shacl-lessons","literature","ontology-validation","Lessons Learned from Combined OWL and SHACL Development","https://dl.acm.org/doi/full/10.1145/3731443.3771340","2025","K-CAP","A","search-verified","Joint OWL/SHACL engineering lessons.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-shacl-shex-survey","literature","ontology-validation","Community Survey on SHACL and ShEx","https://arxiv.org/html/2606.03502","2026","paper","A","search-verified","RDF validation practice gaps and tooling needs.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-aorchestra","literature","orchestration","AOrchestra","https://arxiv.org/pdf/2602.03786","2026","paper","A","fetched","Dynamic subagent creation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-paramanager","literature","orchestration","Small Model as Master Orchestrator","https://arxiv.org/pdf/2604.17009","2026","paper","A","search-verified","Agent-as-tool action space and parallel decomposition.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-uno-orchestra","literature","orchestration","Uno-Orchestra","https://arxiv.org/html/2605.05007v1","2026","paper","A","fetched","Selective delegation under cost budget.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-orchestrationbench","literature","orchestration-benchmark","OrchestrationBench","https://openreview.net/pdf?id=Oljnxmf4pc","2026","ICLR paper","A","search-verified","Workflow planning and constraint-aware tool execution benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-conductor","literature","orchestration-learning","Learning to Orchestrate Agents in Natural Language with the Conductor","https://openreview.net/forum?id=U23A2BUKYt","2026","ICLR poster","A","search-verified","RL-trained coordinator over heterogeneous worker LLMs.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-mas-orchestra","literature","orchestration-learning","MAS-Orchestra","https://icml.cc/virtual/2026/poster/66445","2026","ICML poster","A","search-verified","Holistic MAS orchestration with controlled benchmark axes.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-paramanager","literature","orchestration-learning","Small Model as Master Orchestrator","https://arxiv.org/pdf/2604.17009","2026","arXiv","A","search-verified","Agent-as-tool abstraction and parallel subtask decomposition.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-toolorchestra","literature","orchestration-learning","ToolOrchestra","https://openreview.net/pdf/a99d11745db82cbe0860c9c778e8d463f86f4578.pdf","2026","ICLR","A","search-verified","Small orchestrator trained with outcome, efficiency, and preference rewards.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-survey-agent-orchestration","literature","orchestration-survey","LLM-Based Multi-Agent Orchestration","https://www.mdpi.com/1999-5903/18/6/326","2026","survey","A","fetched","Orchestration topology, frameworks, protocol stack.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-recap","literature","planning","RECAP: Recursive Context-Aware Reasoning and Planning","https://proceedings.neurips.cc/paper_files/paper/2025/file/88af3540325dd0b70617a9ab605f294d-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Shared-context recursive planning and long-horizon continuity.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-deepplanning","literature","planning-benchmark","DEEPPLANNING","https://aclanthology.org/2026.acl-long.335.pdf","2026","ACL","A","search-verified","Long-horizon planning with verifiable constraints and active information gathering.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-deepplanning","literature","planning-benchmark","DeepPlanning","https://aclanthology.org/2026.acl-long.335/","2026","ACL","A","search-verified","Long-horizon constrained planning with verifiable constraints.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-survey-plangenllms","literature","planning-survey","PlanGenLLMs","https://aclanthology.org/anthology-files/anthology-files/pdf/acl/2025.acl-long.958.pdf","2025","ACL","A","search-verified","Planning capability survey with evaluation criteria.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-msb","literature","protocol-security","MCP Security Bench","https://arxiv.org/pdf/2510.15994","2025","arXiv","A","search-verified","MCP-specific attacks across planning, invocation, and response handling.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-etom","literature","protocol-tool-use","ETOM: Five-Level Benchmark for Tool Orchestration within the MCP Ecosystem","https://aclanthology.org/2026.findings-eacl.75.pdf","2026","EACL Findings","A","search-verified","MCP-structured multi-hop tool orchestration benchmark with equal function sets.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-cot","literature","reasoning","Chain-of-Thought Prompting Elicits Reasoning in Large Language Models","https://proceedings.neurips.cc/paper_files/paper/2022/file/9d5609613524ecf4f15af0f7b31abca4-Paper-Conference.pdf","2022","NeurIPS","A","fetched","Starting point for visible intermediate reasoning traces.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-least-to-most","literature","reasoning","Least-to-Most Prompting Enables Complex Reasoning","https://webdocs.cs.ualberta.ca/~dale/papers/iclr23a.pdf","2023","ICLR","A","search-verified","Decomposition followed by sequential subproblem solving.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-self-consistency","literature","reasoning","Self-Consistency Improves Chain of Thought Reasoning","https://arxiv.org/pdf/2203.11171","2022","paper","A","fetched","Multi-path sampling and answer aggregation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-mot-logical","literature","reasoning-modality","Learning to Reason via Mixture-of-Thought","https://arxiv.org/pdf/2505.15817","2025","paper","A","fetched","Natural language, code, and truth-table reasoning modalities.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-lats","literature","reasoning-planning","Language Agent Tree Search","https://proceedings.mlr.press/v235/zhou24r.html","2024","ICML","A","fetched","MCTS plus reasoning, acting, planning, reflections.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-rafa","literature","reasoning-planning","Reason for Future, Act for Now","https://proceedings.mlr.press/v235/liu24ab.html","2024","ICML","A","fetched","Long-horizon planning with memory buffer and replanning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-rap","literature","reasoning-planning","Reasoning via Planning","https://arxiv.org/abs/2305.14992","2023","paper","A","search-verified","World-model planning for reasoning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-got","literature","reasoning-search","Graph of Thoughts","https://export.arxiv.org/pdf/2308.09687v2","2023","paper","A","fetched","Arbitrary thought graph and thought transformations.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-tot","literature","reasoning-search","Tree of Thoughts","https://proceedings.neurips.cc/paper/2023/file/271db9922b8d1f4dd7aaef84ed5ac703-Paper-Conference.pdf","2023","NeurIPS","A","fetched","Tree search over thought states.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-demystifying-topologies","literature","reasoning-survey","Demystifying Chains, Trees, and Graphs of Thoughts","https://arxiv.org/html/2401.14295v4","2024","survey","A","fetched","Reasoning topology taxonomy.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-reflact","literature","reflection","ReflAct: World-Grounded Decision Making via Goal-State Reflection","https://aclanthology.org/2025.emnlp-main.1697/","2025","EMNLP","A","fetched","Goal-state reflection as ReAct backbone alternative.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-plan-rewardbench","literature","reward-modeling","Plan-RewardBench","https://aclanthology.org/2026.acl-long.1062/","2026","ACL","A","search-verified","Trajectory-level reward modeling for tool-integrated agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-aios","literature","runtime","AIOS: LLM Agent Operating System","https://openreview.net/attachment?id=L4HHkCDz2x&name=pdf","2025","COLM","A","search-verified","Kernel-style scheduling, memory, storage, tool, access control.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-asb","literature","security","Agent Security Bench","https://openreview.net/forum?id=V4y0CpX4hK","2025","ICLR","A","search-verified","Benchmark of attacks and defenses across agent prompts, tools, memory, and scenarios.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-conjunctive-prompt-attacks","literature","security","Conjunctive Prompt Attacks in Multi-Agent LLM Systems","https://aclanthology.org/2026.acl-long.1577.pdf","2026","ACL","A","search-verified","Routing-aware multi-agent attack surface across star, chain, and DAG topologies.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-guardagent","literature","security","GuardAgent","https://proceedings.mlr.press/v267/xiang25a.html","2025","ICML","A","search-verified","Knowledge-enabled guardrail agent with executable safety policy checks.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-safeagent","literature","security","SafeAgent","https://aclanthology.org/2026.acl-long.1501.pdf","2026","ACL","A","search-verified","Automated risk simulator and threat model for multi-turn tool-augmented agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-toolsafe","literature","security","ToolSafe","https://aclanthology.org/2026.findings-acl.1850.pdf","2026","ACL Findings","A","search-verified","Step-level tool invocation guardrail and feedback framework.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-under-siege","literature","security","Agents Under Siege","https://aclanthology.org/anthology-files/anthology-files/pdf/acl/2025.acl-long.476.pdf","2025","ACL","A","search-verified","Optimized prompt propagation attacks in practical MAS constraints.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-vigil-siren","literature","security","VIGIL: Defending LLM Agents Against Tool Stream Injection","https://aclanthology.org/2026.acl-long.443.pdf","2026","ACL","A","search-verified","Verify-before-commit defense and SIREN tool-stream injection benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-security-evo-attacker","literature","security","Evo-Attacker","https://2026.aclweb.org/program/accepted_papers/","2026","ACL listing","A","search-verified","Long-horizon tool attacks on LLM-MAS.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-security-ipiguard","literature","security","IPIGuard","https://2025.emnlp.org/program/main_papers/","2025","EMNLP listing","A","search-verified","Tool dependency graph defense for indirect prompt injection.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-security-mas-code","literature","security","Multi-Agent Systems Execute Arbitrary Malicious Code","https://openreview.net/forum?id=DAozI4etUp","2025","COLM","A","search-verified","Control-flow hijacking risk in deployed MAS.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-generative-agents","literature","simulation","Generative Agents","https://doi.org/10.1145/3586183.3606763","2023","UIST","A","known-primary","Memory, reflection, planning for social simulation agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-state-stateflow","literature","statecharts","StateFlow","https://openreview.net/forum?id=3nTbuygoop","2024","COLM","A","search-verified","Models LLM task solving as state machines with process grounding and actions.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-state-metaagent","literature","statecharts-mas","MetaAgent","https://proceedings.mlr.press/v267/zhang25bc.html","2025","ICML","A","search-verified","Automatically constructs finite-state-machine-based multi-agent systems.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-tooltree","literature","tool-planning","ToolTree","https://openreview.net/forum?id=Ef5O9gNNLE","2026","ICLR paper","A","search-verified","MCTS-style tool trajectory planning with pre/post execution feedback.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-octotools","literature","tool-planning","OctoTools","https://aclanthology.org/2026.acl-long.1.pdf","2026","ACL","A","search-verified","Tool cards, planner-executor workflow, multi-agent tool use.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-topt","literature","tool-planning","Cost-Aware Optimal Tool-Chain Planning","https://aclanthology.org/2026.findings-acl.860.pdf","2026","Findings ACL","A","search-verified","Multi-solution tool graph planning and cost-aware optimality.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-deepagent","literature","tool-use","DeepAgent","https://arxiv.org/html/2510.21618v3","2026","WWW","A","search-verified","Tool discovery, memory folding, ToolPO for open toolsets.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-toolformer","literature","tool-use","Toolformer","https://arxiv.org/abs/2302.04761","2023","NeurIPS","A","known-primary","Self-supervised tool-use decisions.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-toollm","literature","tool-use","ToolLLM / ToolBench","https://arxiv.org/abs/2307.16789","2023","paper","A","known-primary","Large-scale tool-use instruction data and benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-autotool","literature","tool-use-rl","AutoTool","https://openreview.net/pdf?id=52c4trAbmd","2026","ICLR","A","search-verified","Dynamic tool selection and integration for agentic reasoning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-tool-use-evolution","literature","tool-use-survey","The Evolution of Tool Use in LLM Agents","https://arxiv.org/pdf/2603.22862","2026","survey","A","search-verified","Single-tool calls to multi-tool orchestration.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-val-jsonschema-ietf","literature","validation","IETF JSON Schema draft","https://datatracker.ietf.org/doc/html/draft-ietf-jsonschema-json-schema-01","2026","IETF draft","A","search-verified","Current standards-track direction.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-val-jsonschema-spec","literature","validation","JSON Schema Validation Specification","https://github.com/json-schema-org/json-schema-spec/blob/main/specs/jsonschema-validation.md","2026","specification","A","search-verified","Structural validation vocabulary and dialect evolution.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-val-shacl","literature","validation","SHACL Recommendation","https://www.w3.org/TR/shacl/","2017","W3C standard","A","known-primary","Semantic graph validation baseline.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-mind2web","literature","web-agent","Mind2Web","https://arxiv.org/abs/2306.06070","2023","NeurIPS","A","known-primary","Web task generalization from websites.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"eng-security-mcp-nsa-2026","engineering","protocol-security","NSA MCP Security Design Considerations","https://www.nsa.gov/Portals/75/documents/Cybersecurity/CSI_MCP_SECURITY.pdf","2026","official-guidance","A","search-verified","May 2026 official security guidance for MCP deployment and protocol risk.","research/source-notes/phase-0c-final-closure-audit.md"
"eng-bench-osworld-v2","engineering","benchmark","OSWorld 2.0","https://github.com/xlang-ai/OSWorld-V2","2026","repo","A","search-verified","June 2026 OSWorld 2.0 benchmark, environment, and project release.","research/source-notes/phase-0c-final-closure-audit.md"
"eng-bench-tau2-verified","engineering","benchmark","tau2-Bench-Verified","https://github.com/amazon-agi/tau2-bench-verified","2026","repo","A","search-verified","Corrected and human-verified tau2 benchmark release for customer-service agent evaluation.","research/source-notes/phase-0c-final-closure-audit.md"
